Indikator,Auspraegung,Jahr,Raumbezug,Indikatorwert,Basiswert1,Basiswert2,Basiswert3,Basiswert4,Basiswert5,NameBasiswert1,NameBasiswert2,NameBasiswert3,NameBasiswert4,NameBasiswert5
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,14 Berg am Laim,42.3,55,130,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,15 Trudering - Riem,51.1,166,325,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,16 Ramersdorf - Perlach,45.0,263,584,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,17 Obergiesing - Fasangarten,25.9,83,321,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,18 Untergiesing - Harlaching,31.2,59,189,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,46.2,291,630,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,20 Hadern,35.7,60,168,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,21 Pasing - Obermenzing,33.1,240,724,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,22 Aubing - Lochhausen - Langwied,43.2,771,1786,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,23 Allach - Untermenzing,39.6,89,225,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,24 Feldmoching - Hasenbergl,46.4,91,196,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2021,25 Laim,35.7,60,168,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,Stadt München,35.3,3605,10204,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,01 Altstadt - Lehel,60.0,6,10,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,02 Ludwigsvorstadt - Isarvorstadt,88.0,0,0,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,03 Maxvorstadt,50.0,42,84,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,04 Schwabing - West,15.2,32,210,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,05 Au - Haidhausen,15.5,18,116,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,06 Sendling,28.6,217,759,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,07 Sendling - Westpark,52.6,182,346,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,08 Schwanthalerhöhe,71.4,15,21,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,09 Neuhausen - Nymphenburg,33.2,85,256,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,10 Moosach,23.1,103,446,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,11 Milbertshofen - Am Hart,38.6,283,733,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,12 Schwabing - Freimann,26.8,76,284,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,13 Bogenhausen,35.9,156,434,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,14 Berg am Laim,44.1,45,102,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,15 Trudering - Riem,42.1,306,727,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,16 Ramersdorf - Perlach,22.7,229,1009,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,17 Obergiesing - Fasangarten,47.3,52,110,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,18 Untergiesing - Harlaching,39.5,85,215,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,26.1,186,713,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,20 Hadern,45.5,96,211,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,21 Pasing - Obermenzing,46.3,291,629,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,22 Aubing - Lochhausen - Langwied,36.1,542,1503,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,23 Allach - Untermenzing,51.0,214,420,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,24 Feldmoching - Hasenbergl,41.4,263,635,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2020,25 Laim,35.1,81,231,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,Stadt München,42.9,4215,9819,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,01 Altstadt - Lehel,45.5,5,11,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,02 Ludwigsvorstadt - Isarvorstadt,45.5,20,44,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,03 Maxvorstadt,28.0,28,100,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,04 Schwabing - West,46.7,77,165,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,05 Au - Haidhausen,59.0,333,564,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,06 Sendling,55.7,49,88,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,07 Sendling - Westpark,32.9,134,407,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,08 Schwanthalerhöhe,88.0,0,0,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,09 Neuhausen - Nymphenburg,21.7,89,411,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,10 Moosach,44.5,163,366,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,11 Milbertshofen - Am Hart,39.8,131,329,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,12 Schwabing - Freimann,56.3,45,80,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,13 Bogenhausen,34.6,75,217,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,14 Berg am Laim,21.2,11,52,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,15 Trudering - Riem,40.1,278,694,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,16 Ramersdorf - Perlach,41.7,225,540,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,17 Obergiesing - Fasangarten,30.3,71,234,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,18 Untergiesing - Harlaching,37.8,161,426,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,44.7,364,814,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,20 Hadern,41.5,39,94,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,21 Pasing - Obermenzing,42.7,764,1789,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,22 Aubing - Lochhausen - Langwied,51.6,588,1139,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,23 Allach - Untermenzing,46.9,298,635,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,24 Feldmoching - Hasenbergl,40.8,82,201,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2019,25 Laim,44.2,185,419,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,Stadt München,44.5,4896,10992,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,01 Altstadt - Lehel,37.5,3,8,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,02 Ludwigsvorstadt - Isarvorstadt,28.9,41,142,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,03 Maxvorstadt,39.9,161,404,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,04 Schwabing - West,35.6,36,101,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,05 Au - Haidhausen,45.0,99,220,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,06 Sendling,34.4,22,64,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,07 Sendling - Westpark,51.4,129,251,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,08 Schwanthalerhöhe,100.0,1,1,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,09 Neuhausen - Nymphenburg,48.6,34,70,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,10 Moosach,50.4,213,423,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,11 Milbertshofen - Am Hart,48.8,146,299,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,12 Schwabing - Freimann,9.9,60,604,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,13 Bogenhausen,47.6,910,1912,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,14 Berg am Laim,33.9,21,62,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,15 Trudering - Riem,45.4,495,1090,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,16 Ramersdorf - Perlach,44.3,466,1053,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,17 Obergiesing - Fasangarten,46.8,81,173,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,18 Untergiesing - Harlaching,42.3,255,603,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,46.4,357,769,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,20 Hadern,49.5,98,198,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,21 Pasing - Obermenzing,50.6,569,1124,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,22 Aubing - Lochhausen - Langwied,50.0,352,704,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,23 Allach - Untermenzing,48.7,150,308,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,24 Feldmoching - Hasenbergl,52.7,178,338,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2018,25 Laim,26.8,19,71,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,Stadt München,40.2,4785,11910,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,01 Altstadt - Lehel,9.8,4,41,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,02 Ludwigsvorstadt - Isarvorstadt,29.1,43,148,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,03 Maxvorstadt,25.3,46,182,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,04 Schwabing - West,24.9,55,221,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,05 Au - Haidhausen,65.9,311,472,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,06 Sendling,8.5,27,316,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,07 Sendling - Westpark,34.2,41,120,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,08 Schwanthalerhöhe,34.9,22,63,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,09 Neuhausen - Nymphenburg,27.3,110,403,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,10 Moosach,35.3,186,527,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,11 Milbertshofen - Am Hart,15.8,110,696,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,12 Schwabing - Freimann,46.2,213,461,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,13 Bogenhausen,44.2,512,1159,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,14 Berg am Laim,56.3,80,142,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,15 Trudering - Riem,46.4,183,394,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,16 Ramersdorf - Perlach,34.7,436,1257,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,17 Obergiesing - Fasangarten,22.8,84,369,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,18 Untergiesing - Harlaching,52.4,89,170,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,37.6,493,1312,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,20 Hadern,52.7,250,474,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,21 Pasing - Obermenzing,46.5,586,1260,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,22 Aubing - Lochhausen - Langwied,49.6,422,851,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,23 Allach - Untermenzing,56.2,308,548,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,24 Feldmoching - Hasenbergl,53.5,154,288,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2017,25 Laim,55.6,20,36,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,Stadt München,47.8,4131,8650,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,01 Altstadt - Lehel,82.1,23,28,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,02 Ludwigsvorstadt - Isarvorstadt,63.1,255,404,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,03 Maxvorstadt,62.8,86,137,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,04 Schwabing - West,51.8,29,56,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,05 Au - Haidhausen,72.5,37,51,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,06 Sendling,53.3,106,199,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,07 Sendling - Westpark,61.6,202,328,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,08 Schwanthalerhöhe,50.0,4,8,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,09 Neuhausen - Nymphenburg,58.1,431,742,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,10 Moosach,37.5,81,216,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,11 Milbertshofen - Am Hart,30.4,62,204,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 3 und 4 Räume,2016,12 Schwabing - Freimann,53.2,479,901,,,,genehmigte Neubauwohnungen (3 und 4 Räume),genehmigte Neubauwohnungen (insgesamt),,,
